j_id,r_id,cost
M2_24,C30,146.46
M2_24,C31,57.92
M2_24,C32,159.52
M2_24,C33,126.31
M2_24,C34,227.32
M2_24,C35,151.81
M2_24,C36,81.14
M2_24,C37,157.41
M2_24,C38,144.18
M2_24,C39,215.06
M2_24,C40,172.11
M2_24,C41,114.41
M2_24,C42,31.35
M2_24,C43,15.79
M2_24,C44,273.36
M2_24,C45,188.47
M2_24,C46,205.55
M2_24,C47,147.81
M2_24,C48,145.17
M2_24,C49,208.05
M2_24,C50,177.63
M2_24,C51,138.76
M2_24,C52,119.44
M2_24,C53,125.52
M2_24,C54,143.63
M2_24,C55,166.05
M2_24,C56,18.03
M2_24,C57,109.75
M2_24,C58,232.91
M2_24,C59,204.25
M2_24,C60,99.24
M2_24,C61,202.53
M2_24,C62,197.25
M2_24,C63,61.73
M2_24,C64,85.01
M2_24,C65,93.33
M2_24,C66,79.85
M2_24,C67,206.63
M2_24,C68,239.67
M2_24,C69,78.48
M2_24,C70,157.75
M2_24,C71,202.94
M2_24,C72,131.17
M2_24,C73,246.25
M2_24,C74,187.04
M2_24,C75,226.55
M2_24,C76,190.74
M2_24,C77,132.76
M2_24,C78,181.81
M2_24,C79,181.03
M2_24,C80,230.53
M2_24,C81,199.11
M2_24,C82,99.36
M2_24,C83,238.21
M2_24,C84,248.12
M2_24,C85,47.87
M2_24,C86,75.91
M2_24,C87,153.65
M2_24,C88,195.55
M2_24,C89,155.06
M2_24,C90,99.43
M2_24,C91,73.89
M2_24,C92,124.95
M2_24,C93,57.28
M2_24,C94,17.49
M2_24,C95,169.55
M2_24,C96,99.21
M2_24,C97,154.29
M2_24,C98,235.77
M2_24,C99,125.1
M2_24,C100,241.55
M2_25,C1,82.55
M2_25,C2,179.62
M2_25,C3,128.8
M2_25,C4,157.31
M2_25,C5,18.88
M2_25,C6,213.19
M2_25,C7,113.89
M2_25,C8,215.29
M2_25,C9,108.24
M2_25,C10,29.82
M2_25,C11,213.74
M2_25,C12,182.39
M2_25,C13,162.74
M2_25,C14,202.76
M2_25,C15,145.8
M2_25,C16,42.62
M2_25,C17,154.46
M2_25,C18,65.35
M2_25,C19,153.13
M2_25,C20,27.51
M2_25,C21,75.0
M2_25,C22,160.86
M2_25,C23,47.6
M2_25,C24,73.23
M2_25,C25,197.97
M2_25,C26,169.72
M2_25,C27,129.21
M2_25,C28,104.72
M2_25,C29,169.57
M2_25,C30,61.74
M2_25,C31,116.77
M2_25,C32,106.99
M2_25,C33,87.73
M2_25,C34,154.05
M2_25,C35,177.23
M2_25,C36,46.4
M2_25,C37,73.25
M2_25,C38,177.78
M2_25,C39,143.19
M2_25,C40,116.45
M2_25,C41,39.5
M2_25,C42,102.76
M2_25,C43,70.63
M2_25,C44,213.74
M2_25,C45,193.35
M2_25,C46,136.59
M2_25,C47,68.46
M2_25,C48,60.07
M2_25,C49,135.0
M2_25,C50,91.93
M2_25,C51,142.35
M2_25,C52,35.68
M2_25,C53,154.8
M2_25,C54,135.94
M2_25,C55,172.65
M2_25,C56,84.64
M2_25,C57,67.61
M2_25,C58,162.44
M2_25,C59,121.18
M2_25,C60,143.68
M2_25,C61,117.74
M2_25,C62,133.37
M2_25,C63,66.49
M2_25,C64,129.55
M2_25,C65,33.38
M2_25,C66,107.57
M2_25,C67,196.12
M2_25,C68,206.31
M2_25,C69,121.21
M2_25,C70,150.67
M2_25,C71,141.59
M2_25,C72,159.13
M2_25,C73,167.85
M2_25,C74,106.7
M2_25,C75,141.61
M2_25,C76,206.21
M2_25,C77,56.9
M2_25,C78,99.23
M2_25,C79,103.87
M2_25,C80,144.67
M2_25,C81,197.3
M2_25,C82,36.79
M2_25,C83,198.99
M2_25,C84,201.98
M2_25,C85,84.69
M2_25,C86,12.09
M2_25,C87,114.21
M2_25,C88,109.48
M2_25,C89,72.7
M2_25,C90,28.81
M2_25,C91,48.21
M2_25,C92,72.52
M2_25,C93,35.63
M2_25,C94,75.01
M2_25,C95,143.24
M2_25,C96,140.25
M2_25,C97,163.29
M2_25,C98,170.69
M2_25,C99,163.5
M2_25,C100,199.74
M2_26,C1,132.1
M2_26,C2,196.1
M2_26,C3,105.27
M2_26,C4,207.49
M2_26,C5,32.84
M2_26,C6,233.39
M2_26,C7,78.87
M2_26,C8,246.5
M2_26,C9,77.74
M2_26,C10,71.22
M2_26,C11,237.65
M2_26,C12,205.91
M2_26,C13,184.81
M2_26,C14,250.93
M2_26,C15,121.43
M2_26,C16,88.14
M2_26,C17,157.07
M2_26,C18,79.23
M2_26,C19,203.32
M2_26,C20,77.72
M2_26,C21,120.54
M2_26,C22,189.21
M2_26,C23,17.52
M2_26,C24,74.07
M2_26,C25,231.59
M2_26,C26,188.6
M2_26,C27,176.37
M2_26,C28,152.98
M2_26,C29,178.9
M2_26,C30,35.82
M2_26,C31,164.38
M2_26,C32,139.35
M2_26,C33,129.64
M2_26,C34,162.48
M2_26,C35,227.28
M2_26,C36,95.74
M2_26,C37,72.56
M2_26,C38,228.14
M2_26,C39,154.38
M2_26,C40,145.53
M2_26,C41,71.12
M2_26,C42,146.92
M2_26,C43,110.55
M2_26,C44,232.1
M2_26,C45,240.65
M2_26,C46,151.79
M2_26,C47,25.09
M2_26,C48,36.87
M2_26,C49,145.56
M2_26,C50,65.51
M2_26,C51,190.77
M2_26,C52,54.14
M2_26,C53,205.14
M2_26,C54,182.63
M2_26,C55,220.72
M2_26,C56,127.76
M2_26,C57,111.34
M2_26,C58,173.58
M2_26,C59,115.11
M2_26,C60,193.66
M2_26,C61,106.05
M2_26,C62,153.95
M2_26,C63,116.74
M2_26,C64,179.31
M2_26,C65,78.78
M2_26,C66,157.88
M2_26,C67,239.8
M2_26,C68,241.26
M2_26,C69,170.94
M2_26,C70,196.85
M2_26,C71,163.54
M2_26,C72,209.42
M2_26,C73,167.6
M2_26,C74,109.28
M2_26,C75,126.91
M2_26,C76,254.96
M2_26,C77,79.71
M2_26,C78,97.76
M2_26,C79,112.74
M2_26,C80,124.1
M2_26,C81,243.15
M2_26,C82,25.31
M2_26,C83,231.41
M2_26,C84,230.39
M2_26,C85,133.41
M2_26,C86,61.86
M2_26,C87,152.58
M2_26,C88,88.09
M2_26,C89,35.42
M2_26,C90,69.99
M2_26,C91,56.44
M2_26,C92,110.7
M2_26,C93,84.37
M2_26,C94,108.84
M2_26,C95,184.4
M2_26,C96,190.38
M2_26,C97,211.92
M2_26,C98,186.82
M2_26,C99,213.86
M2_26,C100,230.75
M2_27,C1,180.41
M2_27,C2,70.86
M2_27,C3,68.02
M2_27,C4,209.79
M2_27,C5,137.18
M2_27,C6,109.94
M2_27,C7,97.62
M2_27,C8,145.21
M2_27,C9,86.81
M2_27,C10,160.49
M2_27,C11,120.52
M2_27,C12,92.89
M2_27,C13,73.63
M2_27,C14,220.61
M2_27,C15,72.72
M2_27,C16,118.2
M2_27,C17,22.01
M2_27,C18,197.2
M2_27,C19,206.91
M2_27,C20,143.25
M2_27,C21,122.72
M2_27,C22,93.01
M2_27,C23,117.85
M2_27,C24,62.58
M2_27,C25,139.83
M2_27,C26,69.28
M2_27,C27,157.73
M2_27,C28,150.99
M2_27,C29,45.96
M2_27,C30,100.73
M2_27,C31,217.58
M2_27,C32,82.78
M2_27,C33,111.37
M2_27,C34,30.29
M2_27,C35,222.61
M2_27,C36,134.05
M2_27,C37,63.58
M2_27,C38,232.84
M2_27,C39,29.19
M2_27,C40,74.35
M2_27,C41,97.51
M2_27,C42,216.67
M2_27,C43,196.01
M2_27,C44,105.9
M2_27,C45,205.64
M2_27,C46,37.54
M2_27,C47,120.78
M2_27,C48,99.0
M2_27,C49,23.49
M2_27,C50,82.97
M2_27,C51,176.25
M2_27,C52,97.54
M2_27,C53,213.19
M2_27,C54,158.88
M2_27,C55,195.53
M2_27,C56,203.45
M2_27,C57,114.1
M2_27,C58,43.41
M2_27,C59,26.53
M2_27,C60,222.23
M2_27,C61,41.03
M2_27,C62,52.57
M2_27,C63,162.32
M2_27,C64,213.68
M2_27,C65,118.45
M2_27,C66,188.04
M2_27,C67,184.3
M2_27,C68,151.77
M2_27,C69,207.36
M2_27,C70,165.45
M2_27,C71,60.41
M2_27,C72,214.3
M2_27,C73,34.94
M2_27,C74,26.72
M2_27,C75,45.62
M2_27,C76,229.02
M2_27,C77,78.96
M2_27,C78,37.51
M2_27,C79,30.74
M2_27,C80,62.01
M2_27,C81,198.39
M2_27,C82,149.83
M2_27,C83,136.12
M2_27,C84,124.47
M2_27,C85,187.18
M2_27,C86,139.2
M2_27,C87,106.22
M2_27,C88,65.92
M2_27,C89,109.59
M2_27,C90,112.43
M2_27,C91,176.85
M2_27,C92,97.42
M2_27,C93,154.39
M2_27,C94,204.79
M2_27,C95,133.22
M2_27,C96,216.78
M2_27,C97,193.51
M2_27,C98,62.52
M2_27,C99,228.77
M2_27,C100,131.57
M2_28,C1,78.49
M2_28,C2,123.19
M2_28,C3,138.61
M2_28,C4,112.31
M2_28,C5,90.43
M2_28,C6,150.34
M2_28,C7,143.16
M2_28,C8,143.48
M2_28,C9,133.03
M2_28,C10,85.61
M2_28,C11,147.27
M2_28,C12,117.65
M2_28,C13,101.01
M2_28,C14,141.84
M2_28,C15,153.01
M2_28,C16,32.23
M2_28,C17,120.6
M2_28,C18,131.11
M2_28,C19,108.78
M2_28,C20,62.03
M2_28,C21,18.3
M2_28,C22,92.53
M2_28,C23,101.96
M2_28,C24,75.96
M2_28,C25,125.22
M2_28,C26,111.22
M2_28,C27,67.41
M2_28,C28,50.79
M2_28,C29,123.7
M2_28,C30,102.22
M2_28,C31,114.26
M2_28,C32,39.03
M2_28,C33,15.68
M2_28,C34,111.84
M2_28,C35,128.79
M2_28,C36,40.52
M2_28,C37,77.99
M2_28,C38,135.52
M2_28,C39,99.02
M2_28,C40,51.42
M2_28,C41,43.62
M2_28,C42,117.44
M2_28,C43,106.75
M2_28,C44,152.8
M2_28,C45,129.78
M2_28,C46,87.86
M2_28,C47,120.57
M2_28,C48,99.32
M2_28,C49,93.56
M2_28,C50,117.27
M2_28,C51,84.83
M2_28,C52,62.09
M2_28,C53,113.79
M2_28,C54,72.23
M2_28,C55,112.12
M2_28,C56,108.05
M2_28,C57,11.1
M2_28,C58,115.06
M2_28,C59,108.57
M2_28,C60,118.49
M2_28,C61,114.29
M2_28,C62,77.41
M2_28,C63,62.18
M2_28,C64,109.32
M2_28,C65,40.49
M2_28,C66,83.62
M2_28,C67,125.73
M2_28,C68,133.08
M2_28,C69,102.92
M2_28,C70,85.04
M2_28,C71,82.4
M2_28,C72,116.07
M2_28,C73,135.79
M2_28,C74,86.82
M2_28,C75,135.75
M2_28,C76,147.55
M2_28,C77,44.76
M2_28,C78,88.81
M2_28,C79,75.54
M2_28,C80,146.61
M2_28,C81,130.21
M2_28,C82,109.1
M2_28,C83,126.75
M2_28,C84,132.14
M2_28,C85,86.01
M2_28,C86,69.79
M2_28,C87,40.73
M2_28,C88,122.03
M2_28,C89,117.53
M2_28,C90,45.66
M2_28,C91,119.4
M2_28,C92,7.31
M2_28,C93,69.64
M2_28,C94,119.89
M2_28,C95,70.55
M2_28,C96,113.19
M2_28,C97,105.58
M2_28,C98,115.57
M2_28,C99,127.95
M2_28,C100,128.24
M2_29,C1,18.14
M2_29,C2,205.33
M2_29,C3,193.13
M2_29,C4,102.13
M2_29,C5,85.19
M2_29,C6,230.71
M2_29,C7,182.72
M2_29,C8,214.45
M2_29,C9,176.06
M2_29,C10,48.07
M2_29,C11,225.57
M2_29,C12,197.72
M2_29,C13,182.53
M2_29,C14,158.08
M2_29,C15,209.78
M2_29,C16,61.42
M2_29,C17,198.45
M2_29,C18,79.14
M2_29,C19,98.0
M2_29,C20,43.89
M2_29,C21,67.93
M2_29,C22,170.92
M2_29,C23,117.49
M2_29,C24,130.89
M2_29,C25,193.97
M2_29,C26,193.22
M2_29,C27,96.71
M2_29,C28,72.31
M2_29,C29,205.05
M2_29,C30,130.91
M2_29,C31,46.85
M2_29,C32,120.35
M2_29,C33,86.19
M2_29,C34,192.15
M2_29,C35,122.51
M2_29,C36,45.54
M2_29,C37,131.83
M2_29,C38,118.45
M2_29,C39,179.55
M2_29,C40,133.18
M2_29,C41,85.64
M2_29,C42,37.21
M2_29,C43,31.19
M2_29,C44,233.87
M2_29,C45,152.99
M2_29,C46,169.19
M2_29,C47,138.19
M2_29,C48,128.95
M2_29,C49,173.16
M2_29,C50,159.3
M2_29,C51,101.59
M2_29,C52,95.84
M2_29,C53,96.97
M2_29,C54,104.31
M2_29,C55,130.53
M2_29,C56,25.97
M2_29,C57,71.12
M2_29,C58,196.58
M2_29,C59,175.89
M2_29,C60,78.0
M2_29,C61,176.5
M2_29,C62,159.57
M2_29,C63,20.97
M2_29,C64,63.07
M2_29,C65,62.78
M2_29,C66,47.32
M2_29,C67,168.0
M2_29,C68,198.83
M2_29,C69,54.84
M2_29,C70,118.88
M2_29,C71,164.54
M2_29,C72,102.24
M2_29,C73,213.35
M2_29,C74,156.72
M2_29,C75,200.36
M2_29,C76,158.6
M2_29,C77,102.47
M2_29,C78,153.54
M2_29,C79,148.87
M2_29,C80,206.72
M2_29,C81,162.14
M2_29,C82,97.07
M2_29,C83,197.26
M2_29,C84,207.33
M2_29,C85,15.94
M2_29,C86,57.84
M2_29,C87,113.03
M2_29,C88,173.95
M2_29,C89,142.57
M2_29,C90,71.5
M2_29,C91,82.89
M2_29,C92,87.3
M2_29,C93,34.29
M2_29,C94,47.13
M2_29,C95,128.74
M2_29,C96,75.77
M2_29,C97,119.11
M2_29,C98,197.78
M2_29,C99,101.26
M2_29,C100,200.62
M2_30,C1,149.19
M2_30,C2,52.12
M2_30,C3,140.35
M2_30,C4,149.15
M2_30,C5,154.04
M2_30,C6,75.05
M2_30,C7,162.12
M2_30,C8,79.21
M2_30,C9,150.57
M2_30,C10,158.97
M2_30,C11,73.02
M2_30,C12,42.45
M2_30,C13,26.98
M2_30,C14,147.63
M2_30,C15,148.25
M2_30,C16,105.36
M2_30,C17,79.0
M2_30,C18,203.65
M2_30,C19,147.21
M2_30,C20,135.96
M2_30,C21,88.19
M2_30,C22,21.34
M2_30,C23,151.74
M2_30,C24,101.0
M2_30,C25,67.52
M2_30,C26,39.31
M2_30,C27,96.33
M2_30,C28,100.54
M2_30,C29,65.21
M2_30,C30,142.37
M2_30,C31,180.82
M2_30,C32,36.27
M2_30,C33,70.16
M2_30,C34,62.04
M2_30,C35,157.73
M2_30,C36,115.78
M2_30,C37,103.26
M2_30,C38,170.67
M2_30,C39,52.03
M2_30,C40,24.65
M2_30,C41,102.27
M2_30,C42,189.24
M2_30,C43,181.95
M2_30,C44,77.79
M2_30,C45,132.25
M2_30,C46,40.09
M2_30,C47,164.14
M2_30,C48,139.66
M2_30,C49,53.99
M2_30,C50,140.24
M2_30,C51,113.12
M2_30,C52,115.09
M2_30,C53,154.63
M2_30,C54,94.73
M2_30,C55,125.75
M2_30,C56,182.05
M2_30,C57,86.0
M2_30,C58,56.82
M2_30,C59,98.21
M2_30,C60,172.02
M2_30,C61,111.24
M2_30,C62,24.34
M2_30,C63,135.32
M2_30,C64,167.69
M2_30,C65,111.57
M2_30,C66,144.89
M2_30,C67,107.91
M2_30,C68,78.86
M2_30,C69,163.53
M2_30,C70,96.81
M2_30,C71,17.96
M2_30,C72,154.22
M2_30,C73,91.76
M2_30,C74,80.98
M2_30,C75,122.16
M2_30,C76,156.76
M2_30,C77,88.76
M2_30,C78,92.11
M2_30,C79,68.58
M2_30,C80,138.09
M2_30,C81,123.2
M2_30,C82,171.68
M2_30,C83,65.64
M2_30,C84,62.44
M2_30,C85,157.19
M2_30,C86,140.66
M2_30,C87,47.37
M2_30,C88,131.8
M2_30,C89,156.21
M2_30,C90,112.4
M2_30,C91,189.02
M2_30,C92,72.29
M2_30,C93,144.5
M2_30,C94,195.18
M2_30,C95,61.72
M2_30,C96,166.31
M2_30,C97,126.37
M2_30,C98,46.91
M2_30,C99,171.35
M2_30,C100,63.61
M2_31,C1,190.18
M2_31,C2,136.38
M2_31,C3,10.11
M2_31,C4,241.84
M2_31,C5,113.52
M2_31,C6,175.34
M2_31,C7,33.26
M2_31,C8,209.15
M2_31,C9,24.26
M2_31,C10,148.5
M2_31,C11,186.09
M2_31,C12,157.84
M2_31,C13,137.72
M2_31,C14,265.82
M2_31,C15,27.05
M2_31,C16,126.43
M2_31,C17,81.52
M2_31,C18,172.73
M2_31,C19,238.27
M2_31,C20,139.88
M2_31,C21,146.0
M2_31,C22,154.07
M2_31,C23,82.29
M2_31,C24,54.66
M2_31,C25,201.58
M2_31,C26,134.64
M2_31,C27,194.82
M2_31,C28,180.31
M2_31,C29,109.86
M2_31,C30,62.25
M2_31,C31,227.82
M2_31,C32,126.62
M2_31,C33,142.32
M2_31,C34,95.36
M2_31,C35,258.11
M2_31,C36,142.05
M2_31,C37,53.06
M2_31,C38,265.02
M2_31,C39,94.33
M2_31,C40,123.61
M2_31,C41,99.23
M2_31,C42,219.02
M2_31,C43,189.31
M2_31,C44,170.9
M2_31,C45,251.95
M2_31,C46,100.02
M2_31,C47,74.17
M2_31,C48,62.44
M2_31,C49,87.19
M2_31,C50,31.02
M2_31,C51,213.09
M2_31,C52,87.24
M2_31,C53,243.04
M2_31,C54,198.17
M2_31,C55,237.73
M2_31,C56,202.1
M2_31,C57,135.25
M2_31,C58,108.65
M2_31,C59,39.21
M2_31,C60,243.81
M2_31,C61,24.76
M2_31,C62,111.88
M2_31,C63,171.41
M2_31,C64,232.23
M2_31,C65,121.72
M2_31,C66,206.7
M2_31,C67,236.88
M2_31,C68,213.3
M2_31,C69,224.61
M2_31,C70,208.27
M2_31,C71,121.31
M2_31,C72,245.52
M2_31,C73,85.76
M2_31,C74,54.19
M2_31,C75,33.33
M2_31,C76,272.94
M2_31,C77,86.85
M2_31,C78,44.66
M2_31,C79,67.31
M2_31,C80,27.61
M2_31,C81,247.87
M2_31,C82,118.66
M2_31,C83,198.62
M2_31,C84,188.86
M2_31,C85,195.02
M2_31,C86,129.22
M2_31,C87,149.37
M2_31,C88,9.28
M2_31,C89,62.16
M2_31,C90,112.0
M2_31,C91,150.01
M2_31,C92,122.46
M2_31,C93,150.82
M2_31,C94,193.25
M2_31,C95,181.31
M2_31,C96,239.01
M2_31,C97,232.98
M2_31,C98,128.11
M2_31,C99,256.54
M2_31,C100,194.82
M2_32,C1,156.57
M2_32,C2,108.39
M2_32,C3,49.77
M2_32,C4,201.75
M2_32,C5,97.46
M2_32,C6,147.34
M2_32,C7,65.64
M2_32,C8,173.58
M2_32,C9,54.1
M2_32,C10,125.28
M2_32,C11,155.24
M2_32,C12,124.89
M2_32,C13,103.77
M2_32,C14,224.13
M2_32,C15,63.37
M2_32,C16,91.98
M2_32,C17,64.05
M2_32,C18,158.25
M2_32,C19,198.31
M2_32,C20,111.46
M2_32,C21,106.95
M2_32,C22,116.69
M2_32,C23,75.67
M2_32,C24,22.94
M2_32,C25,163.92
M2_32,C26,103.6
M2_32,C27,153.64
M2_32,C28,140.34
M2_32,C29,87.22
M2_32,C30,58.41
M2_32,C31,194.49
M2_32,C32,85.0
M2_32,C33,101.56
M2_32,C34,70.88
M2_32,C35,217.45
M2_32,C36,108.2
M2_32,C37,23.12
M2_32,C38,225.02
M2_32,C39,64.95
M2_32,C40,82.69
M2_32,C41,66.49
M2_32,C42,189.11
M2_32,C43,163.71
M2_32,C44,144.5
M2_32,C45,210.24
M2_32,C46,66.4
M2_32,C47,78.79
M2_32,C48,56.66
M2_32,C49,56.37
M2_32,C50,44.8
M2_32,C51,172.02
M2_32,C52,60.68
M2_32,C53,203.45
M2_32,C54,156.75
M2_32,C55,196.17
M2_32,C56,173.82
M2_32,C57,96.53
M2_32,C58,83.03
M2_32,C59,25.01
M2_32,C60,206.49
M2_32,C61,25.07
M2_32,C62,74.98
M2_32,C63,137.77
M2_32,C64,195.81
M2_32,C65,89.32
M2_32,C66,169.98
M2_32,C67,195.58
M2_32,C68,175.35
M2_32,C69,188.56
M2_32,C70,166.62
M2_32,C71,84.92
M2_32,C72,205.63
M2_32,C73,75.0
M2_32,C74,17.99
M2_32,C75,48.37
M2_32,C76,231.32
M2_32,C77,50.39
M2_32,C78,5.17
M2_32,C79,28.01
M2_32,C80,57.16
M2_32,C81,206.23
M2_32,C82,108.66
M2_32,C83,161.6
M2_32,C84,154.24
M2_32,C85,162.3
M2_32,C86,104.28
M2_32,C87,107.66
M2_32,C88,36.3
M2_32,C89,67.97
M2_32,C90,81.03
M2_32,C91,137.0
M2_32,C92,82.43
M2_32,C93,122.79
M2_32,C94,170.5
M2_32,C95,139.72
M2_32,C96,201.45
M2_32,C97,191.66
M2_32,C98,99.31
M2_32,C99,217.53
M2_32,C100,158.58
M2_33,C1,176.36
M2_33,C2,89.88
M2_33,C3,209.08
M2_33,C4,139.64
M2_33,C5,211.53
M2_33,C6,77.72
M2_33,C7,231.35
M2_33,C8,28.52
M2_33,C9,219.8
M2_33,C10,206.73
M2_33,C11,61.06
M2_33,C12,60.26
M2_33,C13,72.03
M2_33,C14,110.08
M2_33,C15,215.96
M2_33,C16,154.51
M2_33,C17,140.03
M2_33,C18,252.29
M2_33,C19,139.67
M2_33,C20,183.13
M2_33,C21,126.68
M2_33,C22,50.46
M2_33,C23,215.54
M2_33,C24,168.67
M2_33,C25,8.28
M2_33,C26,81.89
M2_33,C27,99.18
M2_33,C28,118.35
M2_33,C29,117.13
M2_33,C30,208.63
M2_33,C31,198.08
M2_33,C32,91.27
M2_33,C33,109.83
M2_33,C34,121.64
M2_33,C35,138.92
M2_33,C36,159.35
M2_33,C37,171.0
M2_33,C38,155.16
M2_33,C39,115.43
M2_33,C40,86.51
M2_33,C41,160.66
M2_33,C42,214.58
M2_33,C43,219.01
M2_33,C44,86.01
M2_33,C45,95.6
M2_33,C46,105.94
M2_33,C47,230.04
M2_33,C48,205.8
M2_33,C49,119.94
M2_33,C50,209.1
M2_33,C51,107.18
M2_33,C52,176.5
M2_33,C53,147.7
M2_33,C54,92.98
M2_33,C55,101.49
M2_33,C56,213.37
M2_33,C57,130.2
M2_33,C58,111.41
M2_33,C59,166.61
M2_33,C60,174.69
M2_33,C61,180.05
M2_33,C62,92.35
M2_33,C63,168.57
M2_33,C64,176.35
M2_33,C65,162.87
M2_33,C66,160.61
M2_33,C67,60.18
M2_33,C68,10.73
M2_33,C69,175.37
M2_33,C70,84.09
M2_33,C71,83.35
M2_33,C72,144.8
M2_33,C73,149.54
M2_33,C74,150.19
M2_33,C75,189.04
M2_33,C76,120.3
M2_33,C77,151.2
M2_33,C78,161.37
M2_33,C79,137.83
M2_33,C80,205.41
M2_33,C81,80.51
M2_33,C82,230.03
M2_33,C83,14.98
M2_33,C84,36.31
M2_33,C85,184.26
M2_33,C86,192.15
M2_33,C87,81.77
M2_33,C88,201.05
M2_33,C89,223.09
M2_33,C90,167.05
M2_33,C91,241.75
M2_33,C92,123.1
M2_33,C93,188.85
M2_33,C94,234.2
M2_33,C95,60.46
M2_33,C96,169.45
M2_33,C97,108.53
M2_33,C98,92.2
M2_33,C99,163.72
M2_33,C100,22.64
M2_34,C1,82.43
M2_34,C2,159.79
M2_34,C3,119.68
M2_34,C4,149.36
M2_34,C5,35.03
M2_34,C6,193.11
M2_34,C7,110.29
M2_34,C8,195.71
M2_34,C9,102.92
M2_34,C10,44.75
M2_34,C11,193.64
M2_34,C12,162.27
M2_34,C13,142.65
M2_34,C14,190.54
M2_34,C15,136.43
M2_34,C16,27.68
M2_34,C17,136.85
M2_34,C18,84.87
M2_34,C19,145.27
M2_34,C20,30.42
M2_34,C21,60.09
M2_34,C22,140.9
M2_34,C23,51.77
M2_34,C24,59.18
M2_34,C25,178.72
M2_34,C26,149.75
M2_34,C27,115.88
M2_34,C28,92.78
M2_34,C29,150.61
M2_34,C30,59.85
M2_34,C31,119.25
M2_34,C32,87.23
M2_34,C33,70.47
M2_34,C34,135.35
M2_34,C35,168.62
M2_34,C36,37.68
M2_34,C37,59.72
M2_34,C38,170.96
M2_34,C39,124.16
M2_34,C40,96.43
M2_34,C41,19.67
M2_34,C42,109.48
M2_34,C43,82.05
M2_34,C44,193.73
M2_34,C45,180.16
M2_34,C46,117.07
M2_34,C47,72.55
M2_34,C48,57.47
M2_34,C49,116.15
M2_34,C50,86.07
M2_34,C51,130.53
M2_34,C52,22.35
M2_34,C53,147.91
M2_34,C54,122.15
M2_34,C55,160.32
M2_34,C56,92.98
M2_34,C57,51.24
M2_34,C58,143.27
M2_34,C59,106.46
M2_34,C60,140.86
M2_34,C61,104.88
M2_34,C62,113.39
M2_34,C63,64.3
M2_34,C64,127.64
M2_34,C65,18.46
M2_34,C66,103.65
M2_34,C67,180.23
M2_34,C68,187.33
M2_34,C69,119.5
M2_34,C70,136.43
M2_34,C71,121.53
M2_34,C72,151.76
M2_34,C73,150.68
M2_34,C74,90.11
M2_34,C75,128.92
M2_34,C76,194.76
M2_34,C77,37.81
M2_34,C78,84.07
M2_34,C79,85.89
M2_34,C80,133.92
M2_34,C81,182.83
M2_34,C82,53.67
M2_34,C83,179.55
M2_34,C84,182.08
M2_34,C85,86.36
M2_34,C86,23.47
M2_34,C87,95.76
M2_34,C88,100.43
M2_34,C89,73.51
M2_34,C90,9.87
M2_34,C91,68.32
M2_34,C92,53.6
M2_34,C93,41.58
M2_34,C94,89.33
M2_34,C95,125.96
M2_34,C96,136.82
M2_34,C97,151.73
M2_34,C98,150.92
M2_34,C99,158.31
M2_34,C100,180.1
M2_35,C1,103.53
M2_35,C2,181.27
M2_35,C3,113.85
M2_35,C4,177.55
M2_35,C5,9.76
M2_35,C6,216.79
M2_35,C7,95.36
M2_35,C8,224.24
M2_35,C9,90.81
M2_35,C10,46.84
M2_35,C11,219.09
M2_35,C12,187.37
M2_35,C13,166.88
M2_35,C14,221.28
M2_35,C15,130.82
M2_35,C16,58.81
M2_35,C17,149.73
M2_35,C18,70.65
M2_35,C19,173.38
M2_35,C20,48.51
M2_35,C21,91.47
M2_35,C22,168.08
M2_35,C23,27.15
M2_35,C24,65.46
M2_35,C25,208.09
M2_35,C26,172.41
M2_35,C27,146.96
M2_35,C28,123.23
M2_35,C29,167.91
M2_35,C30,43.62
M2_35,C31,137.36
M2_35,C32,115.8
M2_35,C33,101.9
M2_35,C34,151.83
M2_35,C35,197.3
M2_35,C36,65.76
M2_35,C37,64.83
M2_35,C38,198.32
M2_35,C39,142.05
M2_35,C40,123.62
M2_35,C41,45.84
M2_35,C42,122.18
M2_35,C43,88.09
M2_35,C44,216.49
M2_35,C45,211.26
M2_35,C46,137.19
M2_35,C47,47.65
M2_35,C48,42.51
M2_35,C49,133.45
M2_35,C50,75.25
M2_35,C51,161.02
M2_35,C52,33.0
M2_35,C53,175.3
M2_35,C54,153.38
M2_35,C55,191.08
M2_35,C56,103.56
M2_35,C57,82.79
M2_35,C58,161.51
M2_35,C59,112.35
M2_35,C60,164.68
M2_35,C61,106.68
M2_35,C62,136.48
M2_35,C63,87.44
M2_35,C64,150.56
M2_35,C65,49.35
M2_35,C66,128.47
M2_35,C67,211.77
M2_35,C68,217.15
M2_35,C69,142.21
M2_35,C70,167.79
M2_35,C71,145.47
M2_35,C72,179.52
M2_35,C73,162.09
M2_35,C74,101.06
M2_35,C75,129.9
M2_35,C76,225.15
M2_35,C77,59.02
M2_35,C78,91.66
M2_35,C79,100.92
M2_35,C80,130.94
M2_35,C81,214.27
M2_35,C82,24.42
M2_35,C83,208.49
M2_35,C84,209.47
M2_35,C85,105.52
M2_35,C86,32.97
M2_35,C87,126.46
M2_35,C88,94.84
M2_35,C89,52.8
M2_35,C90,41.37
M2_35,C91,49.22
M2_35,C92,84.19
M2_35,C93,56.33
M2_35,C94,89.86
